Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
choes,chose,can find the new way or the new things from the old things how to ***mask*** the right way to follow statement at the first you read a lot of books,CH OW Z,"['chose', 'jos', 'chez', 'cheese', 'shows', 'choose', 'chews', 'chows', 'sows', 'toes', 'tows']","['chores', 'hoes', 'chose', 'ches', 'echoes', 'chokes', 'shoes', 'chocs', 'choses', 'choe', 'chops']","['toes', 'shows', 'chez', 'choose', 'chose', 'ches', 'chows', 'tows', 'shoes', 'sows', 'choe', 'jos', 'chores', 'hoes', 'echoes', 'chokes', 'cheese', 'chocs', 'choses', 'chews', 'chops']","['choose', 'chose', 'sows', 'jos', 'shows', 'chews', 'cheese', 'tows', 'chez', 'chows', 'toes']","['chose', 'choses', 'hoes', 'chops', 'shoes', 'chokes', 'chocs', 'choe', 'ches', 'chores', 'echoes']","['choose', 'chose', 'choses', 'sows', 'jos', 'hoes', 'chops', 'shows', 'chews', 'shoes', 'cheese', 'chokes', 'tows', 'choe', 'chocs', 'chez', 'ches', 'chows', 'toes', 'chores', 'echoes']"
conlusion,conclusion,be the most important factor at this stage and should eb used to study in ***mask*** young people like students nowadays do spend so much time helping their communities one reason,K AH N L UW ZH AH N,"['contusion', 'conclusion', 'collusion', 'conversion', 'collision', 'confusion', 'contusions', 'occlusion', 'seclusion', 'inclusion']","['conclusion', 'contusion', 'collusion', 'confusion']","['conclusion', 'inclusion', 'contusion', 'collusion', 'contusions', 'seclusion', 'conversion', 'collision', 'confusion', 'occlusion']","['inclusion', 'conversion', 'occlusion', 'confusion', 'conclusion', 'collusion', 'collision', 'seclusion', 'contusion', 'contusions']","['confusion', 'conclusion', 'collusion', 'contusion']","['inclusion', 'conversion', 'occlusion', 'confusion', 'conclusion', 'collusion', 'collision', 'seclusion', 'contusion', 'contusions']"
spouncering,sponsoring,in my school to either raise the awarness of mali the country which we are ***mask*** or to raise money for their education or particular events happening in school the 12th,S P AW N S ER IH NG,"['sponsoring', 'pouncing', 'censoring', 'espousing']",['spouncering'],"['pouncing', 'spouncering', 'espousing', 'censoring', 'sponsoring']","['sponsoring', 'censoring', 'pouncing', 'espousing']",['spouncering'],"['sponsoring', 'censoring', 'pouncing', 'espousing', 'spouncering']"
fundrasing,fundraising,awarness of certain things which people tend to forget as they become busier for example ***mask*** ideas are often raise in my school to either raise the awarness of mali the,F AH N D R EY Z IH NG,"['fundraising', 'fundraiser', 'fundraisers']",['fundraising'],"['fundraiser', 'fundraisers', 'fundraising']","['fundraising', 'fundraiser', 'fundraisers']",['fundraising'],"['fundraising', 'fundraiser', 'fundraisers']"
spouncer,sponsor,their education or particular events happening in school the 12th grades has just did a ***mask*** walk to raise the spirits and awarness of mali the outcome was a great success,S P AW N S ER,"['sponsor', 'spencer', 'spenser', 'spence', 'spouts', 'announcer', 'spender', 'spouse', 'pounce', 'sponsors']","['pounced', 'pounder', 'sponger', 'spooner', 'sounder', 'bouncer', 'pounces', 'pounce', 'spencer', 'pouncey']","['pounced', 'sponger', 'pounces', 'spouts', 'announcer', 'sponsors', 'spenser', 'pounce', 'spencer', 'spouse', 'pouncey', 'pounder', 'sounder', 'spooner', 'bouncer', 'spender', 'sponsor', 'spence']","['sponsor', 'pounce', 'spence', 'sponsors', 'spender', 'spencer', 'spouts', 'spenser', 'spouse', 'announcer']","['sounder', 'sponger', 'spooner', 'pounced', 'pounces', 'pounce', 'pouncey', 'bouncer', 'spencer', 'pounder']","['sounder', 'sponger', 'sponsor', 'spooner', 'pounced', 'pounces', 'pounce', 'pouncey', 'bouncer', 'spence', 'sponsors', 'spender', 'spencer', 'spouts', 'spenser', 'spouse', 'announcer', 'pounder']"
occuppied,occupied,nowadays do spend so much time helping their communities one reason is because students are ***mask*** by studying another is reason is becasue if there are more intersting things to do,AA K AH P IY D,"['copied', 'occupied', 'occupy', 'caprice', 'gossipy', 'auckland']",['occupied'],"['auckland', 'copied', 'gossipy', 'occupied', 'occupy', 'caprice']","['occupied', 'occupy', 'copied', 'caprice', 'gossipy', 'auckland']",['occupied'],"['occupied', 'occupy', 'copied', 'caprice', 'gossipy', 'auckland']"
awarness,awareness,of the society communities become more and more important activities are organised to raise the ***mask*** of certain things which people tend to forget as they become busier for example fundrasing,AH W AO R N AH S,"['awareness', 'amorphous', 'walrus', 'warrants', 'weirdness', 'weariness', 'aquinas', 'hoarseness', 'walnuts', 'shortness']",['awareness'],"['awareness', 'amorphous', 'shortness', 'aquinas', 'weirdness', 'walnuts', 'walrus', 'warrants', 'weariness', 'hoarseness']","['awareness', 'aquinas', 'shortness', 'walrus', 'weariness', 'walnuts', 'weirdness', 'amorphous', 'hoarseness', 'warrants']",['awareness'],"['awareness', 'aquinas', 'shortness', 'walrus', 'weariness', 'walnuts', 'weirdness', 'amorphous', 'hoarseness', 'warrants']"
indused,induced,on their study because of the more and more competitive educational circumstance young people are ***mask*** to spend a great deal of time on study and preparing for exams decreasing their,IH N D UW Z D,"['enthused', 'induced', 'andrews', 'unused', 'endures', 'indoors', 'incised', 'endured', 'hindus', 'induce']","['induced', 'infused']","['infused', 'unused', 'hindus', 'indoors', 'endured', 'endures', 'enthused', 'induce', 'andrews', 'induced', 'incised']","['induced', 'induce', 'enthused', 'unused', 'incised', 'indoors', 'hindus', 'endured', 'endures', 'andrews']","['induced', 'infused']","['induced', 'induce', 'enthused', 'unused', 'incised', 'indoors', 'infused', 'hindus', 'endured', 'endures', 'andrews']"
unfortuneately,unfortunately,few for instance my community holds a feast festival on the moon festival every september ***mask*** the date is close to young students there are very few young people helping to,AH N F AO R CH UW N IY AH T L IY,"['unfortunately', 'unfortunately']",['unfortunately'],['unfortunately'],['unfortunately'],['unfortunately'],['unfortunately']
poluted,polluted,ask you some other questions do you feel the world is getting more and more ***mask*** nowadays do you find yourself long to see the bright blue sky and beautiful nature,P AH L UW T IH D,"['polluted', 'polluted', 'polluting', 'colluded', 'polluters', 'saluted', 'pelleted', 'plated', 'plotted', 'piloted']","['pouted', 'polluted']","['piloted', 'polluting', 'plated', 'saluted', 'pelleted', 'polluted', 'plotted', 'colluded', 'pouted', 'polluters']","['plotted', 'polluting', 'polluted', 'polluters', 'plated', 'piloted', 'saluted', 'pelleted', 'colluded']","['polluted', 'pouted']","['plotted', 'polluting', 'polluted', 'polluters', 'plated', 'piloted', 'pouted', 'saluted', 'pelleted', 'colluded']"
polution,pollution,i believe formly that a brand new transportation that will lead to less or no ***mask*** will be invented in the future not far away the developing of science has been,P AH L UW SH AH N,"['pollution', 'solution', 'collusion', 'aleutian', 'dilution', 'dilution', 'palatial', 'petition', 'position', 'possession']","['pollution', 'solution']","['solution', 'collusion', 'palatial', 'aleutian', 'petition', 'position', 'dilution', 'possession', 'pollution']","['pollution', 'solution', 'possession', 'aleutian', 'position', 'collusion', 'petition', 'dilution', 'palatial']","['pollution', 'solution']","['pollution', 'solution', 'possession', 'aleutian', 'position', 'collusion', 'petition', 'dilution', 'palatial']"
formly,firmly,which will results in the less number of cars in the future besides i believe ***mask*** that a brand new transportation that will lead to less or no polution will be,F AO R M L IY,"['fourthly', 'normally', 'warmly', 'firmly', 'family', 'foreplay', 'formerly', 'formally', 'portly', 'falsely']","['firmly', 'formby']","['formby', 'firmly', 'falsely', 'normally', 'formerly', 'warmly', 'foreplay', 'family', 'formally', 'portly', 'fourthly']","['firmly', 'falsely', 'family', 'warmly', 'normally', 'formally', 'formerly', 'foreplay', 'fourthly', 'portly']","['firmly', 'formby']","['firmly', 'falsely', 'family', 'warmly', 'normally', 'formally', 'formerly', 'foreplay', 'formby', 'fourthly', 'portly']"
situtation,situation,waste gas into the air without stopping a lot of people who have realised this ***mask*** have already abandoned their private cars and joined into the bank of people who take,S IH CH UW T EY SH AH N,"['situation', 'situations', 'sanitation', 'situational', 'cetacean']",['situation'],"['situation', 'cetacean', 'sanitation', 'situational', 'situations']","['situation', 'situational', 'situations', 'cetacean', 'sanitation']",['situation'],"['situation', 'situational', 'situations', 'cetacean', 'sanitation']"
believie,believe,wish give a little contribution in the project of rescue our planet and do you ***mask*** that there will be a transportation developed to change the 21 century yes so why,B IH L IY V IY,"['believer', 'believes', 'believed', 'believers', 'believe', 'bellini', 'beliefs', 'believing', 'bimini', 'beloved']",['believe'],"['beloved', 'bimini', 'beliefs', 'believed', 'believing', 'believer', 'believers', 'bellini', 'believe', 'believes']","['believe', 'believes', 'believed', 'believing', 'believer', 'believers', 'beloved', 'beliefs', 'bellini', 'bimini']",['believe'],"['believe', 'believes', 'believed', 'believing', 'believer', 'believers', 'beloved', 'beliefs', 'bellini', 'bimini']"
mashines,machines,car will still possess the streets in 20 years ever since the great inventions of ***mask*** in the 19 and 20 century our beautiful planet has been poluted out of her,M AE SH AH N Z,"['missions', 'motions', 'rations', 'fashions', 'passions', 'martians', 'emissions', 'sessions', 'machines', 'emotions', 'emotions']",['machines'],"['motions', 'rations', 'sessions', 'emissions', 'machines', 'passions', 'martians', 'missions', 'emotions', 'fashions']","['machines', 'fashions', 'emotions', 'martians', 'emissions', 'missions', 'passions', 'sessions', 'rations', 'motions']",['machines'],"['machines', 'fashions', 'emotions', 'martians', 'emissions', 'missions', 'passions', 'sessions', 'rations', 'motions']"
ophans,orphans,had the aspiration of being a social worker after she started in a program for ***mask*** she felt strongly to commit more time after graduating from university thus young people do,OW F AH N Z,"['opens', 'omens', 'oceans', 'openers', 'orphans', 'romans', 'evans', 'ovens', 'evens', 'opines']",['orphans'],"['ovens', 'evens', 'orphans', 'opens', 'openers', 'romans', 'omens', 'evans', 'oceans', 'opines']","['orphans', 'romans', 'evens', 'omens', 'oceans', 'evans', 'opens', 'opines', 'openers', 'ovens']",['orphans'],"['orphans', 'romans', 'evens', 'omens', 'oceans', 'evans', 'opens', 'opines', 'openers', 'ovens']"
condier,wonder,gain satsifaction of helping others as a result they want to do more and even ***mask*** social worker as a career choice a social worker at her twenties i know had,K AA N D IY ER,"['gandhi', 'condo', 'candy', 'connery', 'conley', 'condor', 'candia', 'cartier', 'conjuror', 'cardio']",['conder'],"['connery', 'condor', 'conder', 'candia', 'cartier', 'conjuror', 'conley', 'candy', 'cardio', 'condo', 'gandhi']","['conjuror', 'conley', 'cardio', 'candy', 'condo', 'connery', 'cartier', 'candia', 'gandhi', 'condor']",['conder'],"['conjuror', 'conley', 'cardio', 'conder', 'candy', 'condo', 'connery', 'cartier', 'candia', 'gandhi', 'condor']"
satsifaction,satisfaction,activities enrich their experiences while they help the weak groups in their communities they gain ***mask*** of helping others as a result they want to do more and even condier social,S AE T S AH F AE K SH AH N,"['satisfaction', 'satisfaction', 'satisfactions']",['satisfaction'],"['satisfactions', 'satisfaction']","['satisfactions', 'satisfaction']",['satisfaction'],"['satisfactions', 'satisfaction']"
singpore,singapore,to various programs over a very long period of time for example some students in ***mask*** continue to be a member of the interact club from secondary school to junior college,S IH NG P AO R,"['singapore', 'sport', 'synchro', 'spore']",['singapore'],"['sport', 'singapore', 'synchro', 'spore']","['singapore', 'sport', 'spore', 'synchro']",['singapore'],"['singapore', 'sport', 'spore', 'synchro']"
unfaired,unfair,impression that young people nowadays are spoiled and selfish however i think this is an ***mask*** opinion amittedly there are spoiled breds among young people but most of them are willing,AH N F EH R D,"['unsaid', 'unfettered', 'unread', 'unwed', 'unfilled', 'unfold', 'unfurled', 'unfair', 'unfair', 'unfazed']","['unpaired', 'unfired']","['unfazed', 'unfired', 'unfettered', 'unsaid', 'unfair', 'unfold', 'unfurled', 'unwed', 'unpaired', 'unread', 'unfilled']","['unfair', 'unfazed', 'unfettered', 'unsaid', 'unfold', 'unfurled', 'unwed', 'unread', 'unfilled']","['unpaired', 'unfired']","['unfair', 'unfazed', 'unfettered', 'unfilled', 'unsaid', 'unfold', 'unfurled', 'unwed', 'unpaired', 'unread', 'unfired']"
proess,process,in many schools the response for or even cips is often so overwhelming that selection ***mask*** is necessary also many students are willing to get out of their comfort zone to,P R OW S,"['pros', 'prose', 'press', 'prus', 'price', 'pose', 'gross', 'gros', 'grosz', 'prone']","['prowess', 'process', 'profess', 'press']","['pros', 'gros', 'prowess', 'prose', 'pose', 'prone', 'press', 'process', 'profess', 'gross', 'grosz', 'price', 'prus']","['press', 'prus', 'pros', 'price', 'prose', 'prone', 'gros', 'grosz', 'gross', 'pose']","['process', 'press', 'prowess', 'profess']","['process', 'press', 'prus', 'prowess', 'pros', 'price', 'profess', 'prose', 'prone', 'gros', 'grosz', 'gross', 'pose']"
