Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
structed,structured,hired in the business world because they are believed to think in a more logical ***mask*** way all in all specializing in one topic is not completely wrong but having a,S T R AH K T IH D,"['stunted', 'structured', 'started', 'selected', 'trusted', 'strutting', 'instructed', 'obstructed', 'destructed']",['strutted'],"['structured', 'started', 'destructed', 'obstructed', 'strutting', 'trusted', 'selected', 'strutted', 'stunted', 'instructed']","['structured', 'instructed', 'started', 'trusted', 'strutting', 'selected', 'destructed', 'obstructed', 'stunted']",['strutted'],"['structured', 'instructed', 'started', 'trusted', 'strutting', 'strutted', 'selected', 'destructed', 'obstructed', 'stunted']"
andvantages,advantages,high salary and live a pretty good life to sum it up there are more ***mask*** than downsides to specialize in one specific subject deeper understanding of the subject and work,AE N D V AE N T IH JH IH Z,['advantages'],['advantages'],['advantages'],['advantages'],['advantages'],['advantages']
postition,position,so you are better than the rest and therefore you are in a very comfortable ***mask*** for instance if you apply for job you will have no problem to get it,P OW S T IH SH AH N,"['procession', 'partition', 'postman', 'petition', 'patrician', 'petitioner']",['position'],"['postman', 'position', 'patrician', 'petitioner', 'partition', 'petition', 'procession']","['postman', 'partition', 'patrician', 'procession', 'petition', 'petitioner']",['position'],"['position', 'postman', 'partition', 'patrician', 'procession', 'petition', 'petitioner']"
theire,their,can enjoy to be child later they spend a lot of time in pubs with ***mask*** friends they have also to go to school or university and to learn for tests,DH EH R,"['their', 'there\', ""they\'ll"", \'them', 'then', 'hair', 'hare', 'herr', 'bear', 'bare']","['their', 'theirs', 'there']","['herr', 'hare', 'bare', 'there\', ""they\'ll"", \'their', 'hair', 'theirs', 'then', 'bear', 'them']","['their', 'then', 'hair', 'bear', 'bare', 'hare', 'herr', 'there\', ""they\'ll"", \'them']","['their', 'theirs', 'there']","['theirs', 'them', 'then', 'hair', 'bear', 'bare', 'hare', 'herr', 'there\', ""they\'ll"", \'their']"
startet,started,ago when my father was young his family had only a small income so he ***mask*** working in the age of 14 so he had no time to help the communitiy,S T AA R T AH T,"['started', 'startup', 'starlet', 'startle', 'started', 'stardom', 'smarted', 'starlit', 'starting', 'starters']","['started', 'starter', 'starlet']","['starters', 'started', 'starter', 'startup', 'starlit', 'stardom', 'smarted', 'startle', 'starlet', 'starting']","['started', 'starting', 'startle', 'starters', 'startup', 'starlit', 'stardom', 'starlet', 'smarted']","['started', 'starter', 'starlet']","['started', 'starting', 'startle', 'starter', 'starters', 'startup', 'starlit', 'stardom', 'starlet', 'smarted']"
communitiy,community,startet working in the age of 14 so he had no time to help the ***mask*** today life is much easier for children and young adults i am the best example,K AH M Y UW N IH T IY,"['community', 'community', 'communities', 'immunity', 'communities', 'communing', 'impunity']",['community'],"['immunity', 'community', 'communities', 'communing', 'impunity']","['community', 'communities', 'communing', 'impunity', 'immunity']",['community'],"['community', 'communities', 'communing', 'impunity', 'immunity']"
sorroundings,surroundings,an unwillingnes to act also i think one has to consider the social backgrounds and ***mask*** of young people if a young person grows up in a society where nobody cares,S AA R AW N D IH NG Z,"['surroundings', 'soundings']",['surroundings'],"['surroundings', 'soundings']","['surroundings', 'soundings']",['surroundings'],"['surroundings', 'soundings']"
unawarenes,unawareness,consumption in general desensitized a lot of people especially the young generation this leads to ***mask*** of problems that might exist or even when recognized to an unwillingnes to act also,AH N AH W EH R AH N Z,['unawares'],['unawareness'],"['unawares', 'unawareness']",['unawares'],['unawareness'],"['unawares', 'unawareness']"
unwillingnes,unwillingness,this leads to unawarenes of problems that might exist or even when recognized to an ***mask*** to act also i think one has to consider the social backgrounds and sorroundings of,AH N W IH L IH NG N Z,"['unwillingness', 'unwillingly', 'unwilling']",['unwillingness'],"['unwilling', 'unwillingly', 'unwillingness']","['unwilling', 'unwillingly', 'unwillingness']",['unwillingness'],"['unwilling', 'unwillingly', 'unwillingness']"
overwhelmes,overwhelmed,learning and understanding is kept there is no problem with it but if the learning ***mask*** the student might get bored of the stuff and demotivated the risk of giving up,OW V ER W EH L M Z,"['overwhelms', 'overwhelmed', 'overwhelm', 'overwhelms', 'overwhelming', 'overwhelmed', 'overwhelm']","['overwhelmed', 'overwhelms']","['overwhelmed', 'overwhelms', 'overwhelming', 'overwhelm']","['overwhelms', 'overwhelm', 'overwhelming', 'overwhelmed']","['overwhelms', 'overwhelmed']","['overwhelms', 'overwhelm', 'overwhelming', 'overwhelmed']"
studiying,studying,understanding are essential but to know about facts dominates i believe that to focus on ***mask*** facts is the better option because if appropriate learned they will last forever to study,S T AH D IY IH NG,"['studying', 'stuttering', 'strutting', 'studies', 'strumming', 'studied', 'stumping', 'muddying', 'sedating', 'studded']",['studying'],"['muddying', 'studded', 'studies', 'stumping', 'sedating', 'studying', 'strutting', 'strumming', 'stuttering', 'studied']","['studying', 'studied', 'studies', 'muddying', 'strutting', 'strumming', 'studded', 'sedating', 'stumping', 'stuttering']",['studying'],"['studying', 'studied', 'studies', 'muddying', 'strutting', 'strumming', 'studded', 'sedating', 'stumping', 'stuttering']"
intensivley,intensively,is the better option because if appropriate learned they will last forever to study facts ***mask*** and frequently is preferable because it the fundament of your knowledge and therefore the basis,IH N T EH N S IH V L IY,"['intensively', 'intensity', 'extensively', 'defensively', 'intensities', 'intensive', 'intensely']",['intensively'],"['intensities', 'extensively', 'intensely', 'defensively', 'intensively', 'intensive', 'intensity']","['extensively', 'intensely', 'intensively', 'intensive', 'intensity', 'intensities', 'defensively']",['intensively'],"['extensively', 'intensely', 'intensively', 'intensive', 'intensity', 'intensities', 'defensively']"
knowlegde,knowledge,are the basis of our jobs i think most studies should focus on building reliable ***mask*** additionally to stay with the example a doctor continously has to learn and to advance,N AA L EH G D,"['allegra', 'legged']",['knowledge'],"['legged', 'allegra', 'knowledge']","['allegra', 'legged']",['knowledge'],"['knowledge', 'allegra', 'legged']"
flexibil,flexible,flexible in contrast to this i do not think that the younger generation is so ***mask*** in time another example is that older people have more social contact they can meet,F L EH K S AH B AH L,"['flexible', 'flexibly', 'electable', 'fixable', 'inflexible']","['flexible', 'flexibly', 'flexifoil']","['inflexible', 'flexible', 'fixable', 'flexibly', 'flexifoil', 'electable']","['flexible', 'inflexible', 'fixable', 'flexibly', 'electable']","['flexible', 'flexibly', 'flexifoil']","['flexible', 'inflexible', 'fixable', 'flexibly', 'flexifoil', 'electable']"
additon,addition,at older times that is a result of the development of better drugs but in ***mask*** to getting more older the old people have a better life than the younger generation,AE D IH T AH N,"['addison', 'edison', 'addington', 'additive', 'adman', 'aston', 'edition', 'citron', 'edition', 'addition']","['addition', 'addison']","['edition', 'additive', 'aston', 'addition', 'citron', 'addington', 'addison', 'adman', 'edison']","['addition', 'addington', 'additive', 'edition', 'addison', 'citron', 'adman', 'edison', 'aston']","['addition', 'addison']","['addition', 'addington', 'additive', 'edition', 'addison', 'citron', 'adman', 'edison', 'aston']"
candidats,candidates,visualize the programms send some television spots and organize big public events to present the ***mask*** of the election but when the election is over most time the winners ca solve,K AE N D IH D AE T S,"['candidates', 'candidates', 'candidacy']","['candidates', 'candidate']","['candidates', 'candidacy', 'candidate']","['candidates', 'candidacy']","['candidates', 'candidate']","['candidates', 'candidate', 'candidacy']"
tihs,this,first i would measure that i agree with ***mask*** statement a great number of advertisements make products seem much better than they really,T IH S,"['dis', 'tess', 'tass', 'terse', 'toss', 'kiss', 'tear', 'tiff', 'piss', 'tears']","['tih', 'this', 'tis', 'tips', 'tics', 'tits', 'ties', 'tins']","['toss', 'tih', 'this', 'terse', 'tis', 'tess', 'dis', 'kiss', 'tears', 'tips', 'tear', 'tiff', 'piss', 'tics', 'tits', 'ties', 'tins', 'tass']","['dis', 'kiss', 'tiff', 'tass', 'terse', 'toss', 'piss', 'tess', 'tear', 'tears']","['this', 'tits', 'tins', 'tih', 'tics', 'tis', 'tips', 'ties']","['this', 'dis', 'tits', 'tins', 'kiss', 'tih', 'tics', 'tiff', 'tass', 'terse', 'tis', 'toss', 'piss', 'tess', 'tips', 'tear', 'tears', 'ties']"
programms,programme,all of the problems the nation has it like a competition the advertisement visualize the ***mask*** send some television spots and organize big public events to present the candidats of the,P R OW G R AE M Z,"['programs', 'programmed', 'programmer', 'pogroms', 'program', 'programme', 'programmers', 'programming']","['programmes', 'programme', 'programs']","['programmes', 'programmer', 'programmed', 'programming', 'programme', 'program', 'programmers', 'pogroms', 'programs']","['program', 'programs', 'programme', 'programming', 'programmer', 'programmers', 'pogroms', 'programmed']","['programs', 'programme', 'programmes']","['program', 'programs', 'programme', 'programming', 'programmes', 'programmer', 'programmers', 'pogroms', 'programmed']"
cinsists,insists,supermarket and i looked about the product in front off i see that the coffee ***mask*** sugar and that you have to put it in water to drink it thus i,S IH N S IH S T S,"['insists', 'consists', 'scientists', 'sinister', 'interests', 'interests', 'synopsis', 'insist']","['consists', 'insists']","['synopsis', 'sinister', 'consists', 'interests', 'scientists', 'insist', 'insists']","['consists', 'insists', 'interests', 'insist', 'scientists', 'sinister', 'synopsis']","['consists', 'insists']","['consists', 'insists', 'interests', 'insist', 'scientists', 'sinister', 'synopsis']"
desicionmaker,decision maker,personality that dares to fail an experiment can go wrong and in that case a ***mask*** needs to carry the responsability for it i think the ability of taking risks is,D IH S IH SH AH N M EY K ER,[''],['desicionmaker'],['desicionmaker'],[''],['desicionmaker'],['desicionmaker']
defenitly,definitly,economic one and for instance to gain experience than is trying new things and experiments ***mask*** an advantege,D IH F EH N IH T L IY,"['differently', 'differently', 'defiantly', 'defensively']","['definitely', 'decently']","['definitely', 'decently', 'differently', 'defensively', 'defiantly']","['differently', 'defensively', 'defiantly']","['definitely', 'decently']","['definitely', 'differently', 'decently', 'defensively', 'defiantly']"
definitivly,definitively,needs to carry the responsability for it i think the ability of taking risks is ***mask*** a positive and creative one and needed to reach goals and success it is a,D IH F IH N IH T IH V L IY,"['definitively', 'definitive']",['definitively'],"['definitively', 'definitive']","['definitively', 'definitive']",['definitively'],"['definitively', 'definitive']"
energie,energy,step can be dared i would say this is a possibility of using resources and ***mask*** effective some time it might be wise to do things which are familiar to do,EH N ER JH IY,"['energy', 'angie', 'envy', 'ennui', 'enjoy', 'allergy', 'energies', 'elegy', 'effigy', 'enemy']","['energize', 'energise', 'energies']","['energize', 'allergy', 'energise', 'enjoy', 'effigy', 'ennui', 'envy', 'energies', 'energy', 'angie', 'elegy', 'enemy']","['energy', 'allergy', 'energies', 'effigy', 'enjoy', 'ennui', 'elegy', 'enemy', 'angie', 'envy']","['energies', 'energize', 'energise']","['energy', 'allergy', 'energies', 'effigy', 'enjoy', 'energize', 'energise', 'ennui', 'elegy', 'enemy', 'angie', 'envy']"
nessesary,necessary,familiar to do and doesnt consume money or time for research but than it is ***mask*** to dare something new for instance for a company which produces products or servises it,N EH S AH S EH R IY,"['necessary', 'emissary', 'ancillary', 'necessarily', 'unnecessary']",['necessary'],"['unnecessary', 'ancillary', 'necessarily', 'necessary', 'emissary']","['necessary', 'unnecessary', 'ancillary', 'necessarily', 'emissary']",['necessary'],"['necessary', 'unnecessary', 'ancillary', 'necessarily', 'emissary']"
servises,services,is nessesary to dare something new for instance for a company which produces products or ***mask*** it can be advisable to lance a small range of products first till they got,S ER V AY Z IH Z,"['surmises', 'services', 'surprises', 'revises', 'devises', 'survivors', 'revises', 'survives', 'surviving', 'advises']",['services'],"['advises', 'survivors', 'survives', 'revises', 'surprises', 'surviving', 'devises', 'surmises', 'services']","['services', 'surprises', 'advises', 'surmises', 'devises', 'survivors', 'survives', 'surviving', 'revises']",['services'],"['services', 'surprises', 'advises', 'surmises', 'devises', 'survivors', 'survives', 'surviving', 'revises']"
advantege,advantage,and for instance to gain experience than is trying new things and experiments defenitly an ***mask***,AE D V AE N T IY JH,"['advantage', 'advantaged']",['advantage'],"['advantage', 'advantaged']","['advantage', 'advantaged']",['advantage'],"['advantage', 'advantaged']"
tendence,tendency,the statement given is rather black and white i would although agree with the ***mask*** that successful people are able and have the courage to dare new things and,T EH N D AH N S,"['tendons', 'endurance', 'entrance', 'tensions', 'tenderness', 'attendance', 'tendency', 'tendon', 'sentence', 'attendant']","['tenpence', 'tendency']","['tendency', 'entrance', 'sentence', 'tendon', 'endurance', 'tenpence', 'tenderness', 'tensions', 'attendance', 'tendons', 'attendant']","['sentence', 'tendency', 'entrance', 'tendon', 'tendons', 'attendance', 'tensions', 'attendant', 'endurance', 'tenderness']","['tendency', 'tenpence']","['sentence', 'tendency', 'entrance', 'tenpence', 'tendon', 'tendons', 'attendance', 'tensions', 'attendant', 'endurance', 'tenderness']"
