Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
qucikly,quickly,this world as things and especially knowledge are changing that ***mask*** in our society it will be hard to bring yourself,K UW S IH K L IY,"['basically', 'comically', 'chemically', 'acoustically', 'classically', 'quickly', 'surgically', 'cynically', 'stoically', 'sickly']",['quickly'],"['classically', 'chemically', 'quickly', 'cynically', 'basically', 'comically', 'surgically', 'acoustically', 'sickly', 'stoically']","['quickly', 'sickly', 'basically', 'stoically', 'cynically', 'classically', 'chemically', 'acoustically', 'surgically', 'comically']",['quickly'],"['quickly', 'sickly', 'basically', 'stoically', 'cynically', 'classically', 'chemically', 'acoustically', 'surgically', 'comically']"
cildren,children,in a special academic field for example a lot of ***mask*** would like to be an astronaut as a result of,S IH L D ER AH N,"['selden', 'sylvan', 'silken', 'children', 'silicon', 'silicone', 'sedition', 'alderman']",['children'],"['children', 'silicon', 'silken', 'alderman', 'sedition', 'silicone', 'selden', 'sylvan']","['children', 'silicon', 'silicone', 'sylvan', 'silken', 'sedition', 'selden', 'alderman']",['children'],"['children', 'silicon', 'silicone', 'sylvan', 'silken', 'selden', 'sedition', 'alderman']"
implimise,implies,can see the linkings between all the the subjects this ***mask*** that you hava to have a certain level of knowledge,IH M P L AH M AY Z,"['improvise', 'improvise', 'amplifies', 'simplifies', 'epitomize', 'implies']",['implimise'],"['improvise', 'simplifies', 'implies', 'amplifies', 'epitomize', 'implimise']","['implies', 'epitomize', 'simplifies', 'amplifies', 'improvise']",['implimise'],"['implies', 'epitomize', 'simplifies', 'amplifies', 'improvise', 'implimise']"
aggree,agree,i really ***mask*** with this statement to my mind it is necessary,AH G R IY,"['agree', 'ugly', 'uglier', 'aggie', 'ghee', 'ago', 'rugby', 'allee', 'cree', 'gray', 'grey']",['agree'],"['uglier', 'gray', 'aggie', 'ugly', 'rugby', 'ghee', 'ago', 'cree', 'grey', 'agree', 'allee']","['agree', 'allee', 'gray', 'grey', 'rugby', 'ghee', 'ugly', 'uglier', 'aggie', 'ago', 'cree']",['agree'],"['agree', 'allee', 'gray', 'grey', 'rugby', 'ghee', 'ugly', 'uglier', 'aggie', 'ago', 'cree']"
sollutions,solutions,their normal way of life do not focus on alternative ***mask*** they have their known scheme to solve problems in their,S AH L UW SH AH N Z,"['solutions', 'solution', 'aleutians', 'summations', 'allusions', 'pollution', 'oscillations', 'selections', 'sultans', 'aleutian']","['pollutions', 'solutions']","['summations', 'solutions', 'aleutian', 'pollution', 'solution', 'aleutians', 'pollutions', 'allusions', 'oscillations', 'selections', 'sultans']","['solutions', 'solution', 'allusions', 'pollution', 'oscillations', 'selections', 'summations', 'aleutian', 'aleutians', 'sultans']","['solutions', 'pollutions']","['solutions', 'solution', 'allusions', 'pollution', 'pollutions', 'oscillations', 'selections', 'summations', 'aleutian', 'aleutians', 'sultans']"
thez,they,sucessful persons want to rise up her personal abilities so ***mask*** want to get ore money a higher social life or,DH EH Z,"['those', 'these', 'thous', 'their', 'there', ""they'll"", 'them', 'then', 'chez', 'says']","['they', 'thes', 'thea', 'the', 'ther', 'chez', 'theo', 'then', 'thee', 'them']","[""they'll"", 'thes', 'the', 'thea', 'chez', 'ther', 'theo', 'then', 'thee', 'thous', 'them', 'these', 'they', 'there', 'their', 'says', 'those']","[""they'll"", 'then', 'their', 'them', 'those', 'these', 'there', 'says', 'thous', 'chez']","['they', 'thes', 'the', 'thea', 'ther', 'then', 'them', 'theo', 'chez', 'thee']","['they', ""they'll"", 'thes', 'the', 'thea', 'ther', 'then', 'their', 'them', 'those', 'these', 'there', 'says', 'thous', 'theo', 'chez', 'thee']"
puplicity,publicity,knows something about them because they do not get much ***mask*** or stand in the newspapers or in the internet or,P AH P L IH S IH T IY,"['publicity', 'publicity', 'duplicity', 'complicity', 'publicist']","['publicity', 'duplicity']","['complicity', 'duplicity', 'publicist', 'publicity']","['publicity', 'publicist', 'complicity', 'duplicity']","['publicity', 'duplicity']","['publicity', 'publicist', 'complicity', 'duplicity']"
registrates,registers,also some people had loosen everything and therefore the population ***mask*** the sucessful people because they have much money and common,R EH JH IH S T R EY T S,['magistrates'],"['magistrates', 'registries', 'registrars', 'registrants']","['magistrates', 'registrants', 'registrars', 'registries']",['magistrates'],"['registrants', 'registries', 'registrars', 'magistrates']","['registries', 'registrants', 'registrars', 'magistrates']"
opportiunity,opportunity,things and risks because the need or want a new ***mask*** to get more money or respect than other people the,AA P ER SH UW N IH T IY,"['opportunity', 'opportunist']",['opportunity'],"['opportunity', 'opportunist']","['opportunity', 'opportunist']",['opportunity'],"['opportunity', 'opportunist']"
hely,help,work in the house so they had more time to ***mask*** in the community family than for example the girls today,HH IY L IY,"['haley', 'halley', 'really', 'holy', 'wholly', 'hurley', 'healer', 'hilly', 'highly', 'halle', 'halley']",['hely'],"['haley', 'holy', 'hurley', 'hely', 'really', 'healer', 'halle', 'wholly', 'halley', 'hilly', 'highly']","['really', 'healer', 'highly', 'haley', 'wholly', 'hurley', 'halle', 'halley', 'holy', 'hilly']",['hely'],"['really', 'hely', 'healer', 'highly', 'haley', 'wholly', 'hurley', 'halle', 'halley', 'holy', 'hilly']"
espacially,especially,top of that not all young people went to school ***mask*** the girls often only should work in the house so,AH S P EY SH AH L IY,"['especially', 'especially', 'specially', 'especial', 'spatial', 'spacial']",['especially'],"['spatial', 'especially', 'spacial', 'especial', 'specially']","['especially', 'specially', 'spacial', 'especial', 'spatial']",['especially'],"['especially', 'specially', 'spacial', 'especial', 'spatial']"
efect,effect,to social groups or communities and these logically has an ***mask*** on their behaviour so to my mind this feeling of,IY F EH K T,"['effect', 'effect', 'affect', 'effect', 'effects', 'rechecked', 'perfect', 'reject', 'evoked', 'effects']","['defect', 'eject', 'elect', 'erect', 'effect']","['perfect', 'affect', 'defect', 'eject', 'elect', 'rechecked', 'erect', 'effect', 'evoked', 'reject', 'effects']","['effect', 'affect', 'effects', 'evoked', 'reject', 'perfect', 'rechecked']","['effect', 'eject', 'erect', 'elect', 'defect']","['effect', 'affect', 'effects', 'eject', 'evoked', 'erect', 'reject', 'elect', 'defect', 'perfect', 'rechecked']"
anonymious,anonymous,present so all in all the whole society became more ***mask*** on the one hand the people have more freedom and,AH N AA N AH M AY AH S,"['anonymous', 'synonymous']",['anonymous'],"['synonymous', 'anonymous']","['anonymous', 'synonymous']",['anonymous'],"['anonymous', 'synonymous']"
jobopertunuties,job opportunities,to pay taxes for the community and to create new ***mask*** for others but finallzy i want to add that it,JH OW B OW P ER CH UW N AH T IY Z,[],['jobopertunuties'],['jobopertunuties'],[],['jobopertunuties'],['jobopertunuties']
communitys,community,youth it is a problem of the society in general ***mask*** and groubs seem to disappear or be less steady often,K AH M Y UW N IH T IY Z,"['communities', 'communities', 'communiques', 'community', 'immunities', 'community']","['communitas', 'community']","['immunities', 'community', 'communiques', 'communities', 'communitas']","['community', 'communities', 'communiques', 'immunities']","['community', 'communitas']","['community', 'communities', 'communitas', 'communiques', 'immunities']"
groubs,groups,is a problem of the society in general communitys and ***mask*** seem to disappear or be less steady often there is,G R AW B Z,"['grabs', 'grounds', 'grubs', 'growls', 'gobs', 'grabbers', 'gibbs', 'gowns', 'crabs', 'crowds']","['grubs', 'groups']","['grabbers', 'gobs', 'groups', 'crabs', 'growls', 'gibbs', 'grubs', 'grounds', 'grabs', 'gowns', 'crowds']","['crowds', 'grounds', 'grubs', 'gobs', 'growls', 'grabs', 'gowns', 'crabs', 'gibbs', 'grabbers']","['groups', 'grubs']","['groups', 'crowds', 'grounds', 'grubs', 'gobs', 'growls', 'grabs', 'gowns', 'crabs', 'gibbs', 'grabbers']"
caracteristic,characteristic,is not a caracteruistic of the youth instead it a ***mask*** of the whole society on top of that the best,K EH R AH K T ER IH S T IH K,"['characteristic', 'characteristics']",['characteristic'],"['characteristic', 'characteristics']","['characteristic', 'characteristics']",['characteristic'],"['characteristic', 'characteristics']"
conditios,condition,so in these days the young people lived in different ***mask*** so in my opinion it is difficult to compare the,K AH N D IH SH IY OW Z,['conditions'],"['conditions', 'condition']","['conditions', 'condition']",['conditions'],"['conditions', 'condition']","['conditions', 'condition']"
caracteruistic,characteristic,of beeing not responsible for the comunity is not a ***mask*** of the youth instead it a caracteristic of the whole,K EH R AH K T ER UW IH S T IH K,['characteristic'],['characteristic'],['characteristic'],['characteristic'],['characteristic'],['characteristic']
finallzy,finally,the community and to create new jobopertunuties for others but ***mask*** i want to add that it can not be wrong,F AY N AH L Z IY,"['finally', 'finals', 'finalize', 'finely', 'funnels', 'finalized', 'final']",['finally'],"['finalize', 'funnels', 'finely', 'finals', 'finally', 'final', 'finalized']","['finally', 'finalize', 'final', 'finals', 'finely', 'finalized', 'funnels']",['finally'],"['finally', 'finalize', 'final', 'finals', 'finely', 'finalized', 'funnels']"
educoated,educated,do for his community and country is to be well ***mask*** and get a good job to be able to pay,EH JH AH K OW T IH D,"['educated', 'educating', 'uncoated']",['educated'],"['educating', 'uncoated', 'educated']","['educated', 'educating', 'uncoated']",['educated'],"['educated', 'educating', 'uncoated']"
masively,massively,be realy involved for example the family system has changed ***mask*** during the years some years ago the grandparents used to,M EY S IH V L IY,"['massively', 'passively', 'basically']",['massively'],"['massively', 'passively', 'basically']","['basically', 'massively', 'passively']",['massively'],"['basically', 'massively', 'passively']"
possibiliities,possibilities,consuming and that subsequently produses a lot of products and ***mask*** to consume suffice to say that this creats a condition,P AA S AH B IH L IH T IY Z,"['possibilities', 'disability', 'disabilities', 'possibility']",['possibilities'],"['possibilities', 'disabilities', 'possibility', 'disability']","['possibilities', 'possibility', 'disabilities', 'disability']",['possibilities'],"['possibilities', 'possibility', 'disabilities', 'disability']"
creats,create,products and possibiliities to consume suffice to say that this ***mask*** a condition where people do not even have the impression,K R IY T S,"['crates', 'greets', 'cleats', 'creeks', 'creeps', 'treats', 'creeds', 'kits', 'coats', 'cotes']","['croats', 'crests', 'creaks', 'creams', 'treats', 'create', 'creates', 'greats', 'cheats', 'cleats']","['creeks', 'coats', 'croats', 'creeds', 'creams', 'crates', 'create', 'creates', 'kits', 'greats', 'greets', 'cheats', 'crests', 'creaks', 'treats', 'cleats', 'cotes', 'creeps']","['treats', 'greets', 'coats', 'creeps', 'cleats', 'creeks', 'crates', 'kits', 'cotes', 'creeds']","['creates', 'create', 'treats', 'greats', 'croats', 'cheats', 'cleats', 'creaks', 'creams', 'crests']","['creates', 'create', 'treats', 'greats', 'greets', 'coats', 'creeps', 'croats', 'cheats', 'cleats', 'creeks', 'creaks', 'crates', 'kits', 'cotes', 'creeds', 'creams', 'crests']"
religios,religious,in the past this moral education was largly done by ***mask*** institutions that where just a cornerstone of every society you,R IH L IH JH IY OW Z,[],"['religions', 'religion', 'religious']","['religions', 'religion', 'religious']",[],"['religious', 'religion', 'religions']","['religious', 'religion', 'religions']"
ecperience,experience,fill this gap but actually are increasing it my own ***mask*** as a leader of a youth group in my community,IH K P IH R IY AH N S,"['experience', 'imperious', 'experienced']",['experience'],"['imperious', 'experience', 'experienced']","['experience', 'experienced', 'imperious']",['experience'],"['experience', 'experienced', 'imperious']"
corroberate,corroborate,helping their communities there are some developments in society that ***mask*** this statement as well as my own experience in the,K ER AO B ER EY T,"['corroborate', 'corroborates']",['corroborate'],"['corroborate', 'corroborates']","['corroborate', 'corroborates']",['corroborate'],"['corroborate', 'corroborates']"
produses,produces,society that is largly based on consuming and that subsequently ***mask*** a lot of products and possibiliities to consume suffice to,P R AH D UW S IH Z,"['produces', 'produces', 'producers', 'producing', 'producer', 'produced', 'professes', 'reduces', 'reduces', 'produce']",['produces'],"['professes', 'producers', 'reduces', 'produces', 'produce', 'produced', 'producing', 'producer']","['produces', 'produce', 'produced', 'reduces', 'producing', 'producers', 'producer', 'professes']",['produces'],"['produces', 'produce', 'produced', 'reduces', 'producing', 'producers', 'producer', 'professes']"
largly,largely,political agendas we are living in a society that is ***mask*** based on consuming and that subsequently produses a lot of,L AA R G L IY,"['largely', 'lordly', 'barclay', 'barkley', 'darkly', 'langley', 'hardly', 'sharply', 'wrigley', 'tartly']",['largely'],"['largely', 'hardly', 'wrigley', 'darkly', 'barclay', 'barkley', 'lordly', 'langley', 'tartly', 'sharply']","['largely', 'sharply', 'hardly', 'darkly', 'lordly', 'langley', 'barclay', 'barkley', 'tartly', 'wrigley']",['largely'],"['largely', 'sharply', 'hardly', 'darkly', 'lordly', 'langley', 'barclay', 'barkley', 'tartly', 'wrigley']"
